login_id,customer_id,login_time,ip_address,device
db78ba97-37b0-4b9d-979e-68223b8d98a1,ddadd429-3302-46ab-a932-f07360042aef,2024-07-17 05:27:52.375347,41.39.45.183,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_0; rv:1.9.6.20) Gecko/5449-03-20 17:05:21.328674 Firefox/3.8
84eaab12-0770-4891-ade3-a6c832ff6064,835b1563-a0d4-4018-a457-162722dfcd9c,2024-07-16 14:33:58.317424,4.101.159.85,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1)
0f080bfa-ad15-41f2-8b7e-eace945e53d5,398ea6c1-66f4-4a33-bc6d-667e290383ec,2024-07-16 15:08:43.762458,132.163.243.150,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_4 rv:4.0; pl-PL) AppleWebKit/535.20.6 (KHTML, like Gecko) Version/5.0 Safari/535.20.6"
2588e7b6-f792-42ec-90ab-b4e7121bcbba,9d4831e0-2571-4258-ab99-2ec7bb64768c,2024-07-16 21:11:32.154025,22.127.64.120,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.1)
dd2b08dc-2ff8-4d82-8a0d-b1c613b06839,ddd56ee3-dade-4579-9e83-78ca8adcd836,2024-07-16 21:09:55.231717,42.223.40.19,Opera/9.34.(X11; Linux x86_64; ss-ZA) Presto/2.9.177 Version/12.00
5c7d0cb2-cf19-4ec0-9d46-5db9ad2e5b9b,e687e027-6eb9-4b77-b8c4-79c2737acc3a,2024-07-16 18:42:53.200039,18.144.218.125,Opera/8.92.(X11; Linux i686; ss-ZA) Presto/2.9.181 Version/10.00
3dcf550f-3e96-4474-919d-83a0e74687e0,3c9092d4-2691-44bd-af98-59f5ed34519f,2024-07-16 07:29:29.081030,106.247.114.98,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_1; rv:1.9.5.20) Gecko/8070-07-28 09:21:03.200775 Firefox/3.8
e8b5ca6a-473d-45fe-aa0a-c292486cfc15,ac801275-ed14-462c-a968-f231699d5ecf,2024-07-17 04:25:05.607410,139.176.57.144,Mozilla/5.0 (Windows NT 5.1; ast-ES; rv:1.9.1.20) Gecko/9822-01-13 03:44:56.160370 Firefox/3.8
6eadc1e6-c331-489c-a316-406b46757de4,274cf778-6478-4e41-9465-6676215a351f,2024-07-17 05:21:33.658042,117.121.48.38,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3 rv:6.0; ps-AF) AppleWebKit/534.46.1 (KHTML, like Gecko) Version/4.0.3 Safari/534.46.1"
2826da88-6a62-4c6b-b955-26f123f72c60,b1a68dd1-8736-4119-9144-9385f3429e93,2024-07-16 09:09:27.054799,78.93.130.48,Opera/8.57.(Windows NT 5.0; ik-CA) Presto/2.9.188 Version/12.00
0aba06cc-eebf-4279-b8f4-c57664ea8465,ea12a0a7-aef1-49a2-b2e0-42b8d6eee1ef,2024-07-16 08:07:18.026123,171.84.198.3,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/47.0.845.0 Safari/534.2"
3f9c7ef6-dfa6-4507-b97c-c3092b691543,353fb100-43b4-4ee4-84ac-0d6adb4331cb,2024-07-16 18:07:47.189810,54.29.28.193,Opera/9.68.(X11; Linux i686; bs-BA) Presto/2.9.185 Version/10.00
94bdf318-4979-4f3b-97b6-efb4e163c006,5e222dbc-c2a6-42fc-adfa-03e4baf0293e,2024-07-16 17:55:44.594288,184.53.22.182,"Mozilla/5.0 (Linux; Android 4.2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/56.0.846.0 Safari/533.0"
7485c6ef-bd4d-41f6-bbed-158c8d4042dc,a8fe20a6-a347-46b8-9484-c2c4e8605a8e,2024-07-16 07:22:03.422830,217.96.160.131,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9 rv:3.0; af-ZA) AppleWebKit/534.50.6 (KHTML, like Gecko) Version/4.1 Safari/534.50.6"
b2b7fb61-c90d-40fb-bb75-dfb341ac59cd,1db26605-12d0-4dcf-b904-587e8039e019,2024-07-17 03:19:00.927572,177.228.10.67,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_6; rv:1.9.2.20) Gecko/9474-08-30 21:33:31.396820 Firefox/3.6.5
f9292d9c-a3a5-4338-b153-78c173929a44,d49ba8f5-8d9d-4bf2-a0a3-bc9ef9d61335,2024-07-16 16:36:56.446661,151.0.232.55,"Mozilla/5.0 (iPad; CPU iPad OS 17_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/13.0.844.0 Mobile/78P572 Safari/536.0"
83ab005d-ae89-437b-8a8b-96e0967709af,f8277cac-3929-4574-acca-4e2ee73d58f9,2024-07-16 07:35:12.860372,8.111.50.130,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/22.0.853.0 Safari/533.2"
1dcb4f03-e0c1-4480-9bc3-fd6cfcdc4813,8933cc36-8d27-44e2-93d1-13351b507fd3,2024-07-16 23:57:35.118248,13.130.186.189,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/14.4k8881.0 Mobile/62Q996 Safari/536.1"
28191fc8-db38-4205-9274-234d0532a984,af94bb24-01cd-44a2-ada4-565dc69b7abf,2024-07-16 14:11:03.743556,139.38.40.53,Mozilla/5.0 (Android 5.1.1; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0
6a98b1aa-ab3e-4ed9-93b6-2ae567f1ec67,a8891747-e840-4080-be9b-158926816d15,2024-07-16 22:58:24.657366,50.50.170.222,"Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/52.0.898.0 Safari/534.1"
dfb4516d-e125-42bd-bf84-411768ef8d6b,7b8b2c96-d13b-446e-abcc-5635d3548cf9,2024-07-16 12:58:49.254520,159.221.101.236,Opera/9.69.(Windows 95; mg-MG) Presto/2.9.173 Version/11.00
8366ba07-054a-4614-ab6c-8fe0bfa5d0c6,835b1563-a0d4-4018-a457-162722dfcd9c,2024-07-16 20:18:41.531620,26.251.75.29,Opera/9.90.(X11; Linux i686; sd-PK) Presto/2.9.179 Version/10.00
d24d2ac7-d1d3-4696-9ca9-e1695bbf4b10,e8140bbd-1ebb-4ef8-98a2-9901fb61b2a6,2024-07-16 21:04:28.419785,140.163.222.99,Mozilla/5.0 (Windows NT 10.0; as-IN; rv:1.9.0.20) Gecko/7279-11-01 06:43:40.229553 Firefox/8.0
8a449f79-6801-4978-83c9-c0cfea7a492b,8b32c51a-89f7-4e54-9143-de13daa22a7b,2024-07-16 13:25:12.797022,77.255.220.105,Mozilla/5.0 (Android 8.0.0; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0
0fbae002-cd5d-4e00-935c-7772ae1d4008,c80bc0d4-65c0-45d6-8fc9-a879c1192033,2024-07-16 13:58:08.717849,172.131.167.200,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0)
63953828-5601-4d30-aba5-8192e305c6c2,25c2415d-6ac1-44f5-a670-0d019490ea89,2024-07-16 21:36:05.485487,206.105.195.225,Opera/9.49.(X11; Linux i686; ur-PK) Presto/2.9.178 Version/10.00
c622e93c-989a-49cb-af62-6762e0992797,815dd942-833d-4611-86e2-2b682152a9a6,2024-07-16 11:02:01.219946,158.99.62.86,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.42.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.42.7"
1d2f5d81-5ab8-41ec-bafc-75c066c84423,1da40783-1d8b-4287-a5c5-a4a09ef635c4,2024-07-17 01:55:39.110288,33.220.47.170,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_8 rv:5.0; the-NP) AppleWebKit/533.41.5 (KHTML, like Gecko) Version/4.0 Safari/533.41.5"
0790ad6e-b60f-4cf1-9811-9400729b7875,6207783d-8755-4616-99a2-43e6d0802bfe,2024-07-16 20:58:49.895646,132.48.101.160,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.0)
14c07ceb-5c94-4b6f-b71d-c4bfff799f9a,e91de162-1c39-4655-8499-e441b8f4e38a,2024-07-16 10:17:15.446944,5.2.153.246,"Mozilla/5.0 (Windows 95) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/41.0.828.0 Safari/535.2"
4dcd260f-7fe7-4cbe-a133-4ad5529fc1f3,3fb61f13-0cf6-4b7f-9070-af695ed8d590,2024-07-16 14:22:28.181721,104.117.127.38,Mozilla/5.0 (Android 4.4.3; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0
c9a97d0c-27de-438e-b8c0-a409954b12d9,4efd825f-4026-4e87-9ff3-fceb59bca4d4,2024-07-16 09:03:07.167611,60.184.0.209,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/51.0.834.0 Safari/531.0"
7952b4d3-5de7-4902-979e-a2b781c69b75,f9cb1b22-063e-4c66-bd5e-396f389a3390,2024-07-16 13:27:26.527393,138.182.67.214,Opera/8.60.(X11; Linux x86_64; af-ZA) Presto/2.9.165 Version/12.00
410604d8-184b-440b-a546-1f6c51794670,d4c5777e-7e5d-41fa-b665-32f9d9c17462,2024-07-16 07:13:51.168204,8.74.53.214,Opera/8.85.(Windows NT 11.0; brx-IN) Presto/2.9.186 Version/10.00
32eefd81-93b3-4e2e-831f-e701b4b80bdb,f6f2f193-3f1f-414e-acd9-0bd6b7fa6859,2024-07-16 06:20:04.071596,22.59.190.52,Opera/8.25.(Windows 95; hsb-DE) Presto/2.9.162 Version/12.00
e15110c0-c29b-495d-ba61-20faa7169252,ccdc0080-c222-461d-9e38-d9ee9d51e22f,2024-07-16 09:50:29.104608,94.253.129.181,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; fur-IT) AppleWebKit/533.33.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.33.4"
f49fdfcc-6af5-484e-bff3-0c386e03d012,03f15813-4c74-4b62-97df-a82c6d057340,2024-07-16 15:11:30.655646,152.17.116.45,Opera/8.61.(Windows NT 5.1; sa-IN) Presto/2.9.163 Version/12.00
bd7e272d-2afc-46bf-836d-d4f2c4943024,a5eb1cfb-0467-4be9-ae88-d11aea86bfe3,2024-07-16 20:09:06.672892,76.116.222.250,Mozilla/5.0 (Android 6.0.1; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0
28e34d81-204f-4bcb-859a-8ac79aef39b7,885e2210-6cc5-4f6b-8f73-1265d408d83d,2024-07-17 02:52:11.860663,79.63.145.218,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/33.0.817.0 Mobile/47T769 Safari/531.1"
5cc7d944-fc1f-4fef-9a28-bd1824d3a62c,c75f277b-a698-4c41-b9b9-68666bab9e09,2024-07-16 18:59:16.026855,160.144.142.89,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; af-ZA) AppleWebKit/531.5.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.5.2"
87951c1a-fb9b-49f0-9247-312c96909160,4fdd28ad-577e-41c2-8678-d3205b4b6694,2024-07-16 20:39:56.043093,195.211.201.46,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5; rv:1.9.3.20) Gecko/4538-02-03 04:01:45.581650 Firefox/5.0
8fd3b401-6e9c-42c5-92ef-c06793e5d6b4,e687e027-6eb9-4b77-b8c4-79c2737acc3a,2024-07-16 19:05:13.030048,154.53.206.159,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/46.0.863.0 Safari/534.0"
3013f7e7-7ada-4c94-a68a-ade139319a95,e226db6f-64f2-406a-ae5f-eff23b6fba27,2024-07-16 06:24:25.733319,7.220.132.182,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sv-SE) AppleWebKit/532.30.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.30.4"
68f17fef-0c78-49cf-abcf-fcd63f137d0a,1deae18e-9393-499a-af9b-d502442226f3,2024-07-16 23:39:44.293161,94.171.102.59,Opera/9.56.(Windows NT 11.0; hne-IN) Presto/2.9.183 Version/11.00
eee7fdc3-721c-47d2-a4a1-1a698fa6a9fb,c4abeabe-eb84-4980-9f89-27345d348493,2024-07-17 01:01:37.384740,125.64.243.156,Opera/8.66.(Windows NT 4.0; ks-IN) Presto/2.9.160 Version/11.00
7d4a38a7-43c8-4fc1-b010-1e9677a46ae5,30c3a923-4bfd-4f51-bb3f-df407b390f40,2024-07-16 20:27:22.733342,134.69.160.128,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.0)
e08d398c-57b7-4467-94b2-439b8d798bc1,47b8b316-a3f6-401d-ad79-8b17d7710625,2024-07-16 18:59:36.296115,110.61.113.233,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_7) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/19.0.868.0 Safari/536.2"
a18d2ef1-5f6e-4e4c-b15c-5965d2171f87,2c76f25e-e998-4c38-8d66-2c9e50705aa6,2024-07-16 18:41:59.333229,32.35.169.130,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/50.0.899.0 Mobile/07Y834 Safari/536.1"
30770394-f0f1-41e4-b4c9-cfaf0bd173c8,5dc42062-03b6-4414-9926-523704c2e540,2024-07-16 15:34:57.534393,135.25.19.211,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.0)
b43b9e3c-6c41-4ea7-a43c-d631ce7c1b85,184615ce-b742-4f96-8b0b-b24dd8fce504,2024-07-16 13:40:43.407567,101.30.110.131,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; id-ID) AppleWebKit/535.41.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.41.5"
1417ab67-b71c-4acf-a049-5656adf50de3,8fcdb398-d054-4ba4-826b-52e9970f59dd,2024-07-16 10:50:41.193511,53.162.133.95,Opera/9.52.(X11; Linux i686; uk-UA) Presto/2.9.169 Version/12.00
0f1e8555-5eec-4062-b3f6-c0178d537a20,286de7d2-0635-4be8-8f77-f0eefd9a32e1,2024-07-16 16:55:00.545525,142.201.201.70,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8; rv:1.9.6.20) Gecko/9763-04-21 18:13:04.305084 Firefox/14.0
88207e18-fc57-4d84-8a6b-d9e429c1abd8,82739590-f028-42c1-a7bb-e0e53a8f177a,2024-07-16 23:11:08.122203,115.54.68.24,Mozilla/5.0 (Windows NT 5.1; ik-CA; rv:1.9.0.20) Gecko/9677-03-02 22:45:48.627625 Firefox/3.6.15
42222495-f9a7-47fd-bad6-322ab17dc7ad,e1113268-4210-47f8-b520-ebdf4ea45ab8,2024-07-17 04:08:30.425868,48.74.171.23,Mozilla/5.0 (Android 4.0.1; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0
9fdb84cb-3aa5-414c-8cff-049737562ec4,c5e79f8a-2e6a-4f84-9902-fa79c514c982,2024-07-16 08:28:14.481616,125.154.61.131,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.44.2 (KHTML, like Gecko) Version/4.0.3 Safari/535.44.2"
8b976563-92a0-4fe5-ad06-99024840ac1e,9a230186-68d4-4a6c-86fc-0580a70777be,2024-07-17 01:32:52.227043,142.112.96.238,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; tk-TM) AppleWebKit/531.50.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.50.2"
6cbba857-6b50-4231-972b-0300dd768b6f,f69e0f0a-5a74-4c71-88c5-81a0e387d3a4,2024-07-16 06:30:38.352207,43.216.44.45,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0)
b0355d19-a6fb-4d7f-ad61-32c2b53eaabc,93824aa9-d995-46e8-b4a1-6596a9ea0f50,2024-07-16 22:45:19.278828,91.225.41.133,Opera/8.99.(X11; Linux x86_64; gd-GB) Presto/2.9.177 Version/12.00
e2fb929c-1f29-4f26-a081-dd2c0f1ec928,8874b5a5-c020-4fbf-b07b-d7cfb2330846,2024-07-16 14:12:24.735250,190.174.222.97,Mozilla/5.0 (Windows NT 5.01; sk-SK; rv:1.9.0.20) Gecko/7778-01-22 15:43:52.178986 Firefox/3.8
73c7c376-094f-4035-ae4b-6ffae3e1568b,af26d08b-5a24-450e-89ca-d7f3da2e2fc8,2024-07-17 02:21:26.690927,219.11.41.187,Opera/9.90.(Windows NT 10.0; ik-CA) Presto/2.9.177 Version/11.00
e722a3f0-ede1-4c32-9564-8ce37b0abaa9,4bcdd4b6-398e-4d6c-9d3c-be443be105a8,2024-07-16 06:27:07.748543,175.138.62.155,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ia-FR) AppleWebKit/531.49.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.49.4"
6b7936b0-ca20-4b81-9cce-1e89f4f9ad7e,d78aca7f-d8e4-4b3c-b353-3a5aac26cca5,2024-07-16 20:09:12.519853,189.11.88.18,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7979-05-04 14:14:17.588745 Firefox/3.6.6
11d0fd1f-fddb-4133-9ad1-ca0b2eb28f15,13b30d93-514c-4d6e-8737-3eb8218a7393,2024-07-16 10:13:37.135652,55.12.109.211,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.1)
f3991f79-ce84-49e1-b04a-aa1cd416541d,bf12cb30-c40e-4846-b9e2-e3157070f4b5,2024-07-16 10:53:14.472796,85.108.116.69,Opera/9.43.(Windows NT 4.0; ko-KR) Presto/2.9.183 Version/11.00
b186f6ae-e7dd-4a0a-8797-8eb453fcb8af,cf14bf18-aa2b-44b1-8736-7cee0a0abe37,2024-07-16 20:37:42.019322,57.148.191.177,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.36.2 (KHTML, like Gecko) Version/4.0.3 Safari/533.36.2"
cde0d59b-a90d-4b45-beb9-14f175021c58,57576797-adb7-4cb4-99ae-6fb391529b9e,2024-07-17 03:00:39.588347,112.225.183.145,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/38.0.891.0 Safari/531.2"
08cd075e-da51-4c83-9139-275afe528178,c8084072-8c88-48d9-83ab-a2f029bc373f,2024-07-17 03:50:01.243473,126.58.132.139,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; an-ES) AppleWebKit/535.39.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.39.4"
f03cd994-5060-4470-a4df-ad29376a6490,e91de162-1c39-4655-8499-e441b8f4e38a,2024-07-16 12:50:37.632977,16.1.82.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_7 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/13.0.820.0 Mobile/80G166 Safari/535.1"
b4bb7f9c-b79e-4aff-9594-37a071cfbc6c,90f84cf4-6348-4b81-b827-bd6eacefac04,2024-07-16 19:52:00.969070,45.17.37.126,"Mozilla/5.0 (Linux; Android 4.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/60.0.876.0 Safari/531.2"
7750ccb9-f067-42ed-a6fe-b544fd43caa6,0503e2cb-0b76-4ff7-b1d8-a1fea74505be,2024-07-16 21:49:39.829867,168.55.193.131,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.13.6 (KHTML, like Gecko) Version/5.1 Safari/533.13.6"
13bb914c-ea67-4623-8028-716edce6c928,76891d7b-15f1-4d2f-a165-58bb653e79c4,2024-07-16 16:13:40.282247,12.118.3.158,Mozilla/5.0 (Windows CE; zh-CN; rv:1.9.2.20) Gecko/2423-10-13 02:31:21.934732 Firefox/3.8
a874bd5f-e0ed-45ba-a209-d7276cd3936f,7ef92d44-b0c1-4d13-9dfb-2bfbebfdd203,2024-07-16 14:05:09.001723,49.214.237.9,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9572-11-27 15:51:46.197479 Firefox/3.8
6d2854b7-8b8d-4a14-8cb8-9d8ecf0e84ec,4b83b98e-d5db-4de8-89e7-129504fcadc0,2024-07-16 21:57:30.531053,89.103.61.225,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/12.1e3746.0 Mobile/69D740 Safari/532.2"
f6b7f720-71f2-42bc-be1c-09c49ce780cc,3f4c0537-60df-4664-aa66-fc64dba70226,2024-07-16 22:44:56.489232,182.39.101.20,Opera/8.96.(X11; Linux x86_64; mag-IN) Presto/2.9.182 Version/11.00
59635740-4e5e-4826-a0fd-5c91b490219d,2e8d364d-3dbc-483b-8b6a-16fa43d77bc6,2024-07-16 15:06:54.004074,151.177.113.212,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; zh-TW) AppleWebKit/535.24.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6535.24.5"
f9a944b0-f1f8-4c11-9f7b-5ca1695ed447,9a3b8c49-fdb7-4838-8f62-1af7eaf0f24d,2024-07-16 15:35:27.401895,132.125.183.139,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ht-HT) AppleWebKit/531.33.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.33.2"
116ebbac-e851-4c34-9b7b-acaa54abacc3,f69e0f0a-5a74-4c71-88c5-81a0e387d3a4,2024-07-16 19:43:04.019213,181.45.215.154,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.0)
112e8603-ab56-4e8d-95e9-0bf0b3178f8e,f9cb1b22-063e-4c66-bd5e-396f389a3390,2024-07-16 17:28:30.862722,151.116.89.33,Mozilla/5.0 (Android 2.3.4; Mobile; rv:36.0) Gecko/36.0 Firefox/36.0
a3678a08-6af2-4d23-b727-acabadc2dbe8,af698bf0-135a-434a-9936-4598f9d05f7e,2024-07-16 10:36:45.856843,64.2.251.40,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/12.4j8649.0 Mobile/26Z413 Safari/532.0"
43c6cd6c-d047-427b-a468-7a08054b4145,c7864f8c-7399-4bb8-9182-c5a50a6cf0fa,2024-07-16 05:46:47.625294,36.238.232.185,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.0)
6763c637-60e7-4e38-85a0-81ae02b64862,a2be0333-4cda-4aa8-86a8-18020254d2d3,2024-07-17 02:32:20.816222,188.237.157.209,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/41.0.849.0 Safari/531.1"
94d36e4d-f898-4140-bd88-d206c8395eb0,a73b66fe-aab1-4e00-8e16-c5ffb1285f34,2024-07-16 09:43:24.333056,182.105.168.147,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0)
77162e3a-b33b-4e4a-8e11-aee427a2e756,dedc4ea4-384e-42fb-a05a-6845f212fa0f,2024-07-16 14:20:51.457430,217.173.138.62,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/3.0)
71333305-78a4-4503-812d-96b1d05a1bd2,9a92540a-d56b-4296-8a51-27e61b11781b,2024-07-16 11:41:28.897472,194.149.183.251,"Mozilla/5.0 (Windows 95) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/51.0.875.0 Safari/536.2"
dd0b847d-f09c-4be0-bbca-647bffc1a50e,13673572-28c7-4e39-a133-12f09c84b66d,2024-07-16 21:03:25.631587,97.33.8.151,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/42.0.884.0 Safari/531.1"
e627d913-31dd-4f72-a196-9e814b5269a7,184615ce-b742-4f96-8b0b-b24dd8fce504,2024-07-16 22:07:28.471994,39.227.164.27,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/44.0.821.0 Safari/533.2"
44b2b55b-fa7e-4513-ac34-a406a14e949a,8f44e33b-2ddc-4d8a-9273-c92aed34b0b8,2024-07-17 00:39:49.254281,48.32.178.158,Mozilla/5.0 (Windows 98; uk-UA; rv:1.9.0.20) Gecko/8234-07-31 17:02:43.377686 Firefox/7.0
6a76ccb8-85d7-4da3-8732-856d1b60566e,a5e061d1-f024-4811-87da-fb4d605ee993,2024-07-16 14:59:09.120989,219.73.68.187,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/54.0.858.0 Safari/536.0"
770fc18f-8b25-44d6-993b-c9d60d7ba076,b2c9302a-89df-4214-bc0c-38a45757625e,2024-07-16 14:55:01.816310,3.140.139.49,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/18.0o6296.0 Mobile/30Z113 Safari/533.1"
703af00c-9ec1-4f29-b7e4-700347e25c37,a89e86c1-55e2-4e23-bda4-0975d2cd667d,2024-07-16 07:49:57.521381,139.135.6.115,Opera/9.76.(Windows NT 5.0; ast-ES) Presto/2.9.162 Version/12.00
