transaction_id,account_id,timestamp,amount,transaction_type,description
1c09e711-8983-4e6e-b05f-ecbb8d543f4f,b19ff940-f655-45f4-b771-ca2d4dba0d7b,2024-07-16 15:46:08.824033,2032.08,credit,Certainly student fight agreement.
50893286-75b4-4bc8-9464-08c4dbf2e09e,4a7f32f6-c62a-4e42-8921-dc6f07d589d6,2024-07-16 14:32:11.118487,-499.27,debit,Party without notice technology can throw.
5f997ded-10a6-4ebb-8797-7fa3dd42225c,b0d0697c-fc4e-49d6-8978-12f87cda1eb6,2024-07-16 10:03:05.659012,1670.31,credit,Chance matter type.
ce0e6a5e-893b-4992-91f9-cfe64fdb706c,114f69eb-86d1-4629-a5b8-7aaa9b7bf488,2024-07-17 05:27:37.782765,2979.78,credit,Open stuff these respond catch.
bc38369d-af22-4289-a3f8-859c106a48d3,60c183f6-e66c-4790-a156-4ff7777281f4,2024-07-16 12:39:24.051593,3033.26,credit,Future old leg tonight wife benefit.
a6a23b60-f077-4b1a-a601-cc7b0543617e,6b310fe1-7def-4682-811d-faf94422b51f,2024-07-17 01:23:06.804063,-301.93,credit,Above stay television.
44063597-6c60-4d8d-816d-ed72d35866c1,c70e94b1-451f-40eb-93bb-26ed04ef5b97,2024-07-16 06:09:49.052682,2830.11,debit,Station consumer coach daughter.
22fa29a0-a91a-4fc4-94a9-626ae1d2d451,0421643a-f837-4329-b645-dffda7c491ee,2024-07-16 08:49:20.874240,3714.15,credit,Upon bit anything instead hold billion.
7e4dc08b-22df-4eb4-ad50-88ed53ae4018,2033ebff-b897-4277-bcef-3c6961ac9f62,2024-07-17 04:02:01.656972,4237.66,debit,Take eight up.
90778ef6-fcb7-40ad-ae58-cc16e28fbd26,c932fcd3-d787-4619-9cfa-b1826d87e402,2024-07-16 07:35:17.338812,3488.82,credit,Star interest reduce box carry gas.
fbd69b47-4bee-47ad-bb96-da690a7be896,cf433d2b-8f5f-42cf-8272-45a09e4cb38b,2024-07-16 09:13:06.664727,4476.41,debit,Attorney not wife suggest above top.
