account_id,customer_id,branch_id,account_type,balance,open_date
7b9aa827-3ae1-41e6-b839-7895d918345f,03f15813-4c74-4b62-97df-a82c6d057340,0945e72f-9141-4154-8023-16a4050a5b75,current,76913.55,2024-07-16
d3e45f8e-adbb-4a85-aa5f-dd256b8a2213,bdf1538f-222e-4903-be01-fb7b04a6f42e,1f5cfeaa-907f-47d0-9c8c-8e47d56102fb,savings,19387.82,2024-07-16
1e6b55d6-4866-40cd-a774-0d1b21cdf169,a2ae4b73-f461-4923-b55d-fea66e749579,d679f72d-9494-4c31-b068-f563ba7a01f7,savings,68307.19,2024-07-16
47c30801-919d-49f1-af50-3ee761c6bced,4ab3e9d4-1ea1-42f2-a169-9182b4e6c423,4e45c368-a0a2-4253-9521-4d5c6d09050c,current,51237.86,2024-07-16
616d2f4f-d735-4965-9816-a6f316816284,3f7d02a2-3f06-4e8c-8a3f-d1f1ac251990,c9843474-8f75-4235-8f83-a99a6c7657d2,savings,63693.78,2024-07-16
9246499f-251a-465d-8b43-2a78d43f59af,c7fb9f48-e455-40dd-9432-8ac26b949c93,5cd9902b-ce76-433e-af6f-98e5103fb68a,savings,40969.8,2024-07-16
5cca6065-2a46-4a4a-bd45-478230e9c520,0dbbd9f9-7946-4460-9ebb-f0465f35e4f8,7404a4d1-0689-4721-950c-95da525a912c,savings,66196.07,2024-07-16
ffaca786-9969-4176-b1f8-09f9ba360c3a,30c3a923-4bfd-4f51-bb3f-df407b390f40,d3709cdb-68c2-4538-8db1-aeb8a5987585,savings,5675.39,2024-07-16
e4ff9c71-d621-45f7-870a-03885e8af7bf,81627553-2c2f-448e-8c22-d6a920443593,d46ff41c-9c56-48fb-8c73-9bc220199411,current,97710.13,2024-07-16
2fdfaecc-7547-44c0-9d2b-d76a98ce4b2f,97b08c07-1360-4bb0-a491-0429b70c90a8,4b8cacc4-3bb8-4d24-9475-6826675c84be,savings,6076.69,2024-07-16
30bff2af-63b1-406c-8442-14576e23a436,cf14d4fa-eb7a-4d99-bb84-f1d7b47ea34b,bf39890b-3d66-425e-90f0-25d8eac8ceab,current,62999.51,2024-07-16
e1521ca8-4335-4fa3-9425-acec35d3e8a5,e9c3c200-8f21-450f-a9d8-5ce4805ea08c,d135facf-745e-4eeb-8c56-49ce0c097bf8,savings,76833.6,2024-07-16
35834b13-25ff-4530-8b93-48ec5877685e,94947930-ff42-4266-8f66-5589d2b3ebe8,d5ac2e49-f3be-4564-b829-52bf9f5885b7,savings,12848.46,2024-07-16
41029c73-8f8c-4c83-bd44-052f3628020f,cbb3946b-9972-4005-99ad-1fbae1d51e77,0e2adda6-8e47-4c50-b49a-4e8e3eac23b3,current,45221.35,2024-07-16
042cc44e-ea99-4355-a334-9c94e987f25e,abb546f6-37d8-4c81-b069-db7c066074a4,da72da1e-ad7f-4076-ad83-3dcd3d65a7df,savings,8005.27,2024-07-16
dd56128e-289f-4a86-a58e-23e5a20dea95,34c1fd15-a6a8-4a8e-98ad-b7fe67dcdc72,36299c98-ee3d-413e-8313-f631af4a2db0,savings,30389.99,2024-07-16
8481603b-9fa6-44e4-b33c-5accefa09d21,78cf4968-a022-471a-a88f-a6f6145c4140,5ddd2c50-5bbc-42ba-9da7-de6a5a84c200,current,97880.69,2024-07-16
60742c3b-c986-4e10-9430-aaa4a2ab1824,90c13b52-4329-4c7f-908f-ad1962cbcc97,53496c22-701e-474f-add8-3eff99ffcef0,current,59212.8,2024-07-16
9036e805-c555-43b9-844c-2e566b36640e,120aa104-43ae-4401-aec8-52699f395c4d,c22e7e9c-fcec-4684-95f0-49b58dd69541,current,55549.76,2024-07-16
d9bd6ea2-b239-45d7-af2e-bebc9672d9e2,f1afd790-bd74-41ac-84f9-0a77a3df302b,40e4234a-c5ea-424e-952f-6b523e84ecb5,current,35332.69,2024-07-16
fb0fc778-fd00-4757-8503-ed05448bbd54,cbcc1c8e-b0c0-48de-a796-115b9d298052,7a7a99b5-24bd-4785-8e11-24520a70c692,current,2756.18,2024-07-16
4a7f32f6-c62a-4e42-8921-dc6f07d589d6,15eb61b4-6ac7-46fc-b936-9a8cf17c0a13,22a558bf-2289-40dc-a5f4-5b53893877e5,current,15006.21,2024-07-16
e38dbb46-2d12-4d34-b07c-2f40b4315976,320670b0-272d-4b67-8a91-4d4c61e59639,17febdce-c00f-480b-9b8f-2814bb40b2eb,current,72692.23,2024-07-16
2ee1c26c-ff8f-4b6c-a2d7-e89ea6598c1a,4b3601bd-e405-4392-a368-96f75425d3f6,c40afe7a-053c-4742-9d66-4cc2c9335510,current,86364.11,2024-07-16
f1a07692-78e2-4fe4-8fab-038db94a233e,4e6fc416-32d4-4ee5-a995-6e8138d2236e,cb36e588-a3af-43d4-aa85-e62fbd587d21,savings,8185.54,2024-07-16
ef9f3ec0-e06d-4e14-a05a-c82badc0eaa1,dde39a16-997a-45f8-bdf5-8027ec961fb3,dd035ee9-e3fc-4d98-bbb9-3ba109e91f6f,savings,88774.83,2024-07-16
7c7e5803-56d1-4609-b102-61ab005ed2c6,af113671-a20b-44ea-bc28-70b6e930c461,44484323-b27d-448c-83f9-f284821b659f,savings,39677.8,2024-07-16
72ae9cbe-6207-473c-8b2c-f361f8d48dc5,90c13b52-4329-4c7f-908f-ad1962cbcc97,337a9fcd-6a4b-462e-9325-bc3b33ed300b,savings,2767.8,2024-07-16
496ad926-4c76-4222-a611-815464b56223,8807196d-8e59-408b-aeef-678c861c5b54,30872986-b2cd-4cd4-b40a-76c027dd4383,current,61459.07,2024-07-16
a5a04de9-4e82-471f-80fd-8b279e950909,e1b31684-2bc3-48a6-a87c-0b3e18411347,667ec90a-c152-48ba-9a61-641865af6c02,savings,26578.46,2024-07-16
31374205-9ae5-4852-a325-6b57c978e894,c5163b5a-18fe-4027-9b51-3ec5c02a4f07,80894453-b5ba-4c89-9561-2f9427d8e09f,savings,80564.66,2024-07-16
62af4157-30c3-4e8f-886c-d5e751fd3d46,ac041748-8afa-4f40-b6b6-6ec01162ead8,f2fd7c75-cbc4-4009-87e7-d0f2ce22f9c5,current,39914.49,2024-07-16
6f5aa376-4662-4986-afe4-cc866ad53ad3,b9266f5b-f6cc-44b7-b6a2-b9ae0b92ccf0,f614823d-4c0c-4d16-97cf-2b64a4e64fb0,savings,69335.91,2024-07-16
7f1bcfbb-e8a3-4167-aab0-5b309fc8cd99,b81e8905-07bd-4982-b7da-8a69ed143269,0b9f5dba-1369-40b8-ab1f-543d6462c44d,savings,63601.26,2024-07-16
e4c73b86-e99d-4d3c-ab9c-d4a527c9be96,7585b9b2-21f1-477a-9320-e2b9b0328e68,242f0f07-50b5-469a-8bfb-dd4a7c25e140,savings,50823.36,2024-07-16
f4c8c1db-eadc-4c4c-97b3-bef480d00d25,87c9e385-d3b3-47d5-8268-c52d302e5161,4ae692e6-1493-4736-803e-628291c7096b,current,22258.04,2024-07-16
37491431-73e6-4e0e-bed9-a1f41298995d,c5afa675-cf3a-46c2-a2f9-ec7cd6848280,966c25aa-9df9-4824-8d62-45845ca15e60,current,18377.84,2024-07-16
b7877ed3-2617-4980-8453-4e996c5857cd,ef9709c6-923d-450a-b3fc-0d1ae8396768,b55aad9a-f14b-4ea7-bafe-fcd31c96bcab,current,6550.41,2024-07-16
6f357596-a39a-444d-8f99-2765a49c4fc9,ef75a4b2-d6c0-424e-a89a-6bc32ee7426d,75082049-e45d-4b3c-ac99-e177f05b7a13,savings,25110.03,2024-07-16
cafdcb37-160d-4e99-90f2-0f44f66d4aef,af028e6e-d0a2-47ef-a683-edfebef2e363,cdb25c35-9aa8-4167-a89a-23cc79b4d98a,savings,79599.85,2024-07-16
a3576eb1-ae42-4067-a5e7-be5be5398ac6,91a88d3a-7480-459e-8a17-74cc3c0bebb7,08a403eb-1edd-4135-ae83-7e2f5e64fb0c,current,61578.07,2024-07-16
f87414e9-0e55-4c79-a5cf-2212c4577a34,245ec4fa-ad93-4be4-9be3-051bb70646c3,efff6072-7d39-4de4-8574-349d18d9ae0b,savings,40961.18,2024-07-16
3aa72a2f-9f41-47c5-8aa4-7687c48fad0f,3c12eec4-6d45-4aa4-8918-101444130cbd,556acacc-02ce-4945-b80a-ca49e164489a,current,80975.54,2024-07-16
f77601ca-1e5d-41ef-98f1-35682ee0c6d8,0d3cee5e-2546-4954-a5cf-9fedd08cfa05,47eeefa9-c6d0-44fd-8506-3f33610bf568,current,34645.89,2024-07-16
ffcc8424-9503-4867-bfed-18e6e8004afe,e8d43d5a-3ff6-4cac-af1b-70d45390d83f,c0d1651f-bf0f-4dea-ab3e-43ce3bb2e85b,savings,37246.94,2024-07-16
5d6cb883-9d60-4fe2-8e8e-c525b9292101,3fb61f13-0cf6-4b7f-9070-af695ed8d590,981a6068-05e4-4540-b802-8057945e7c6c,savings,46284.67,2024-07-16
