account_id,customer_id,branch_id,account_type,balance,open_date
c4418eaf-3c3f-47c4-bd4f-ff06987bae52,ae3ed328-f74d-4fad-bc47-4ee8f3c2cbfe,fe12a699-bc86-4d5d-a627-7f3f83f2c4f0,current,89358.86,2024-04-18
af38ec4c-1a7b-4477-a82e-9acc8b7f1e53,adcc0536-9f1b-4526-9a10-0f76308f3cf2,48d25d26-093c-48d9-8d6f-5f29cea264f1,savings,1497.97,2021-04-15
3b9d3b25-35b9-4948-8819-45aa43fe623c,993ec140-ddac-4444-863f-927ff40bc01f,225d8d8b-a1bb-4323-99f3-f53a58fd680a,current,31725.72,2022-05-18
0d4c5ab6-9046-4957-b91c-6c4a33e24d05,515b7351-ff69-4c63-8a0e-3dfd426ac7b0,b87a8d25-1124-4ba2-a8d2-98af7d31fa34,current,61930.22,2023-04-19
2ae40648-08f8-4bdd-b482-8ed870e1bce2,da555d65-a91e-4ac5-acc2-76429c8e1dab,f10d778f-0d4a-47f5-a778-06049e7e5b00,current,40297.6,2024-06-17
a835f195-fdce-497b-ad2c-882397f1b2f2,7b73f7be-7f1c-4c4e-8287-b7a5e360d971,3b84b14a-adb3-494e-a339-d6c6364e4f03,savings,68297.99,2020-04-17
9f259f47-f3ca-444c-b0fc-9c06519ea315,08beebde-6847-451d-b7c2-6d6bf5806f15,922bc885-7b72-4a29-b7e4-e7165f9fb413,savings,17102.04,2024-05-12
0477be3a-01d5-4bdf-8550-6b1d4944a2e2,7a91e9f5-04fd-41ba-aa18-786c59b6bd0d,7daa0850-34fa-4017-93e7-fb404900e043,current,86061.57,2022-08-04
69b2edb7-de5a-4051-a67b-b156d85781d9,b0d41f21-6be5-4dfa-9913-1c269674c361,8638ccfc-557f-4b75-b32c-380e56465c4b,current,77129.01,2021-05-09
2a5a10df-435c-473a-9344-ae94f233a93f,cfa9c37b-97d3-4c69-b33b-bcd067aff740,c2396c30-8706-4f2d-8c23-a577d9b6672c,savings,33587.03,2024-03-29
c9a2ec4c-f1f0-44b7-8998-244eafe78c43,057dfb03-642e-429c-b752-afa7e022d75e,8ba7b754-3c34-4586-abd6-c8eb46f77be7,savings,35761.54,2021-07-30
5b60e9e5-d2b4-4ba7-b6fd-28f9e7179cbc,dda891f5-0cfe-4545-ab19-66c5d7f6b959,939fc301-2c2e-4f32-aea1-b3eddd9ebd2d,savings,12379.83,2021-06-20
2630261a-d1a0-4bc1-9b5f-a2f609e7e393,09c752b7-e9a9-4153-9c22-8772da2022f2,d3f061e0-1184-4906-a425-22e7a956a368,current,52270.58,2023-11-20
9830ad70-c100-422a-ac5a-4c01b9099eb4,17c905d4-b77c-4499-bf03-ddcae62a58e0,22da783d-0359-4ce0-99c4-56a518f8fefa,current,56804.69,2021-06-20
fb0a3e94-ba1f-49e0-b748-1d379ccbb55e,f8d7a3a5-6771-42bc-93a6-4b28bd887af4,0a504e01-fef8-4925-96e1-9ecbc31eb4ad,current,7462.38,2020-09-27
2059aa14-ae6c-4eac-b7fc-a6062d80d614,2b8668ba-bcdd-49cf-a913-5cd0838709c0,c3231e94-9262-4c1c-8041-3723b2694349,current,45554.04,2023-12-06
f122687e-9eb5-4288-a369-bf1b2ec98c00,36b6e0b3-cb9c-45ba-9f9e-8986446847dd,50497d8b-af9e-4e2f-b787-6e98e2abd8b0,current,75292.16,2023-07-17
a2838d6c-bf84-4e51-898c-ea04cb3f4acb,50d0d491-225e-411a-a344-302db9871dcb,61f735e3-75ce-4e3c-b295-264d24fd9e03,current,34070.22,2020-05-19
348007af-d9af-4208-9b2d-0ef21c85a9bc,83f64fac-92d7-4ed0-ae6e-73a5dd8b1cd6,c27aab0e-5939-43ed-8064-4e85374dff79,current,69402.76,2021-05-18
aa628bf9-5f79-4449-a59d-caad8338a9b2,d833d4a4-7897-4231-b509-2ed56b903a4c,8077722d-47c1-4718-a76c-b484dd5cb49d,current,50854.79,2022-10-05
513bf5e8-51f5-45cb-8e2f-17f6aad53f4c,b5401dd3-9134-4835-b443-ac7e2259baee,7d3d583a-7079-4f07-8262-0606c851a9fc,current,4885.49,2020-10-21
7b3d3992-2158-4276-80dd-1d2bb5805538,b49a7528-f09b-4648-8d08-96813f6c8545,fb7f8996-600c-43ad-908a-688414e2f243,current,31340.84,2021-09-08
98247cce-4313-49bd-8367-7475eb724237,70ec8183-b0ba-484e-8a74-8a6ca81da773,2a26e2dc-86e8-46c6-aad4-f41aae174424,savings,96103.69,2020-12-24
7f2132a5-5d51-40b2-acda-57d660c630f7,8ed88249-d550-440f-bf73-1b7d94140619,b4a4c02e-fcb1-473d-80c0-905068b3f56c,savings,70924.51,2020-03-11
8b506f74-d162-4a6a-a6d3-8facea3f1b27,44b6db53-2d21-45fa-93ed-8852b9925252,5dd7b076-4cd7-41f0-b388-26f88b9d45bc,current,37439.76,2021-07-20
81d8472b-8478-4233-8855-79c71a80b2a6,4dac034e-bd88-4411-9925-3684425d6217,12fabe88-826d-4bab-a7c3-48586e1bc218,savings,20061.86,2021-01-03
10327d09-3cca-4045-8a25-fa991a5dda0b,707c62a6-64b3-4f36-ab68-4409f7f739e7,1ca44d06-f3ff-49f2-993a-48f9264d32b2,current,98509.28,2020-07-17
b247e3e5-ad24-4b58-aa67-cd48a585930e,75ff45d2-0944-4fbd-b5ff-a60957b73857,867f466c-c181-4e68-b091-94edf6ab3ec8,current,81389.79,2024-05-02
47bb3dc6-945a-4aa5-960a-3992a1dbc964,5ad0c21c-13a8-4445-80f9-a46e5dbb0b88,fcfcd65a-ce44-4041-98c6-30a50e5a4a0b,current,33607.06,2020-03-13
edd69e84-6a48-4dad-aefe-7a21f4d9f8c3,a4a6ecce-4d99-44ba-809f-fdd5a0ae160a,6a9ff62a-3ca0-40b3-b829-c9baed7dcee2,current,93557.68,2022-10-24
2f0a452e-12d0-431d-8890-7324ada32a14,17c905d4-b77c-4499-bf03-ddcae62a58e0,7c57eb1f-580e-4e0e-9437-b75e53a84e93,current,1134.11,2022-09-01
9c09467c-5fcc-43a4-8b67-c3da376145b4,8949f06d-3143-48e2-b69f-d7d151819b25,20056a40-e172-40f2-a040-b85fc3e1dc00,current,97384.2,2021-11-30
