interaction_id,customer_id,employee_id,date,issue_type,resolution_status
63e92723-a7fa-49b3-92a1-50c6d6ae1359,80e5a4a8-efb0-4b2a-82a1-e564cc8c5c6e,4af4cccd-108e-4e75-9e2c-9e4fd29dc83f,2024-03-28,account issue,escalated
5bb760bf-3340-44ca-8299-37a73a55c3ad,d076597a-62b4-4049-b47f-645515e65098,b05ae177-05d8-4a7a-a648-615a03c197eb,2024-05-10,account issue,resolved
d84da60a-d367-4676-b4f8-53c62d90f42d,8d219f95-939b-4ecd-8996-e3528846855d,44e865af-2801-48d1-a0ce-013a0fd9aebc,2024-05-12,other,escalated
a2677af2-a407-44d9-ab30-b5befee1b391,f8d7a3a5-6771-42bc-93a6-4b28bd887af4,71edf43e-faa7-4096-881f-f169e071a6f5,2024-06-12,card issue,escalated
abf4aee7-cd02-47c5-bf45-59e762bd396e,96a376cf-31b9-44cb-8ab2-1423fcd3b608,8bdf706e-2ab7-4087-bbea-e2b73c22895e,2024-03-14,transaction dispute,escalated
a4e88022-06f7-4e4a-a8d7-c9f1e8662880,f44499d1-03c4-4bc8-a371-0e1e5c9b964a,efc261ae-de1e-4d43-b7cb-6078582b4294,2024-03-13,loan inquiry,escalated
034fba11-2acb-4869-9ce9-ab9e9eca4bcd,3a30f164-15ae-4c73-8c51-93603aed5a4c,ca644db5-3184-4fc3-abba-1a0b2e7cf553,2024-01-24,loan inquiry,escalated
e0f8cf94-c85e-4e6a-97f6-0b468831fe3e,fca1bfc9-61ff-4752-9ecc-8406f7a9c75a,4ce2a319-70c7-499a-aa40-067738552ea2,2024-06-17,loan inquiry,resolved
21dd2fad-2605-4065-a6ca-acbf7a5c2d86,3dcfcb7b-7c48-4621-a639-4a796e28459c,be0232c2-9f7b-41b2-a6da-1a3b9fa8e8fa,2024-03-17,loan inquiry,pending
90a29199-a513-4e39-8d1d-e67076b5db30,3a30b948-c7d7-4110-b198-176f3600e8e6,73aec34a-f0bd-4164-a14b-3695f85fd5ba,2024-06-23,transaction dispute,resolved
bad61a41-747d-45e3-a6de-ebf07bdbfbfe,f3bb57a5-dc2f-49c4-a6db-83562da80d4c,efb0281c-dcc2-4099-b6e8-341953c4f97f,2024-06-14,transaction dispute,resolved
a6a89f16-0a32-4efd-95fb-8e61c807fdd2,41ac3b62-88c0-4fb9-b1c1-657eacfa235f,39b5de6d-7efc-4c09-a564-c41ab3e6af13,2024-05-19,card issue,resolved
dd47ea1f-dc93-4c5b-a597-f58a5e8a5ca5,b1a689e2-8f20-446b-b628-ab207b419fb1,02e51f51-557b-4566-8d94-9d016dce40bb,2024-01-26,account issue,resolved
615a0c22-e145-4afc-a41b-bfa67ade485f,6913d5f3-52de-497b-adcb-86a29252eb67,450d626a-6c10-49af-9d93-53b62e7e9c05,2024-02-11,card issue,escalated
669a06d0-bf4f-4812-bafd-2cea05e997fb,c8319e92-e3ca-4e79-9790-7190f62403d3,7b02e443-59c2-4b9e-b14c-c79d6cf6088f,2024-01-29,loan inquiry,pending
576e27aa-ca5c-49a7-a113-adad8e152506,c1801762-8104-4a1a-954d-748559d1bf9e,73aec34a-f0bd-4164-a14b-3695f85fd5ba,2024-02-14,card issue,escalated
84c06640-be10-46b4-ae25-2473aafc8862,7f7150cf-f9f1-40d5-a89a-9a81f384787f,f1301894-8a7e-49ac-8112-14333bcd7b2c,2024-05-21,account issue,escalated
e43797ff-f019-4102-8e5c-f927534b0d56,8e609e93-bbd6-4838-878a-8191ef96a254,cc04aadd-940f-4949-bf2b-eb24f3fa8769,2024-03-21,transaction dispute,resolved
8c13df8d-9568-4ed6-bb85-213249ba5689,8e609e93-bbd6-4838-878a-8191ef96a254,5c2d6690-6a7c-4b2f-b65b-753564db8289,2024-04-06,transaction dispute,pending
1fc40dd6-3a45-476b-bf9d-2ff54454bb3b,7c61b283-b3b2-491b-9772-c37f5e9c0925,97db6ac3-5dff-4747-8838-871d6e2adeb4,2024-01-29,account issue,escalated
a33e6e59-634c-4bf3-badc-b6ba7d8a355e,949cae9b-613c-4490-a1e7-c10184208fb4,dc73ac11-5940-4bc1-980d-1d30c31726ee,2024-05-06,card issue,escalated
535724a0-5fe2-4e01-b2bf-c58c35a1daa5,5418cd02-296d-4945-8d38-24eccbe13177,8a526651-f0b0-4b31-bd3f-714fe23362ca,2024-04-02,card issue,pending
08c3953a-7c3e-4640-8ef6-2439b2c17e1f,728a9685-05ba-414b-83d6-154bf030b38e,8ef6596d-a1bf-4a75-b4de-738e4678fcb3,2024-05-26,account issue,pending
fa580e2d-d9b7-448f-830c-3bc54557217a,4bacc692-51bb-43a1-9fac-dad173f44df8,e386b875-c93b-4d18-b5fb-8f8b1c45f0c6,2024-01-12,other,escalated
4eb26b08-6c2b-4cc2-946b-56b92c02108d,ee0cbbaa-757c-436f-99be-634e5512db9f,df50a0ea-1525-45ef-840b-20b25a5ed7ba,2024-01-24,transaction dispute,pending
6c255b59-7b14-4738-b3a7-5dd9b24d2574,ce477b7f-6c06-40a1-9e46-b54d793a1a11,73aec34a-f0bd-4164-a14b-3695f85fd5ba,2024-04-30,card issue,pending
7e398f61-836d-4004-baab-f26b03971d36,6b7e5cd0-2b2c-43b0-a280-6c810a9fdd5b,db84f51b-c711-4ddb-a209-6dcc4b6a0d7e,2024-01-03,other,escalated
34ddfced-ce2f-41ce-93b5-4baedcd5cc98,b04b2190-b1d9-48b9-93e6-cdae50ee1782,e09ee3a4-c0da-433e-bef7-8a0d2de70137,2024-03-12,transaction dispute,escalated
14397c21-7187-4e34-aa98-3e684f2380a7,20aa0d92-6326-423e-abd0-f249a34ecd13,bacadd0c-a86f-4211-9d58-76f34bd34d82,2024-02-12,transaction dispute,escalated
99f80b09-84f6-4796-ba9d-c1a188fa0b67,9d7a2394-5a0e-4ac8-8086-4a5ceecdb4ae,b8379381-b987-4aac-989e-601805acc2be,2024-03-28,other,resolved
