transaction_id,account_id,timestamp,amount,transaction_type,description
3ac66c34-3d24-44f3-8869-3eb6d1f29a6f,0d537952-6067-40a2-ab7b-c758c343c34f,2024-02-21 13:27:26.714678,3177.71,credit,Blue through concern personal all.
f45b0044-f373-4219-84b6-bb2f06b5b5f4,9dd9203a-15cb-4d0e-b785-9f1227579fbc,2024-03-17 08:31:49.539890,1195.94,debit,Real husband how near tough letter.
326de4f6-0503-4dfc-8da0-0226ca81bda4,14088c34-3c8f-4aa3-bd0f-bc658a25f6df,2024-05-25 02:56:42.178945,3270.42,debit,Series fish book look president owner item.
20fa7d9f-7248-478a-916a-2363e6011774,c9fb965b-095d-462f-bdf4-215df8fd11ca,2024-01-11 07:12:23.502953,188.22,credit,Enter poor then.
64f2441d-61e0-49e5-8446-4b025992c257,7feabf56-1373-4a05-965e-d33f2b3975de,2024-02-05 13:47:09.315226,1305.33,credit,Above surface detail deep line team.
9a93e371-e0e3-47e3-b929-c46715bed9ef,928e91c1-d9c6-41dc-878a-7264b97064fb,2024-06-13 20:06:28.898153,4604.35,credit,Sort then few.
24a88d49-f33d-426a-9894-8dbfb6f7ae55,f8f7dd6e-b851-43d3-8550-4a72382f30e3,2024-06-08 23:38:29.543062,856.29,debit,Should move mean clear difference.
8ee7f483-58a9-4381-92d5-decfa46c1f0f,94169853-6b91-4c60-a51b-f873ee6bc22b,2024-02-19 22:35:26.523243,3490.94,debit,Friend check try lose whatever.
d7b9ee89-e19d-4dbf-951a-9061d1f23043,6fc63c6d-6596-42dc-b99b-065c69cefb6c,2024-03-08 04:55:49.235499,1742.07,credit,Possible when example.
d40bf97b-42ab-4c58-8cd8-e3a943ac08ff,81d42993-0290-4f18-b8dd-c81541201daf,2024-02-12 05:45:53.554370,35.87,debit,Yeah compare west eat music.
84882b31-572a-417a-ad15-e229ca1af56b,4f533a82-4e4a-43a9-b6ca-3b24e5dce1b0,2024-03-12 17:03:18.659517,3983.81,credit,Remember support bar rest fast.
726c9bb6-162d-42af-a7b7-ed7d56d013bc,0824379a-60bc-4ca9-b751-07a3cbc8eac8,2024-06-08 03:43:40.041645,112.29,debit,Surface present hospital learn perform.
5e0d76f5-7056-48ba-87d1-66b7695cdb57,2f31b2fa-2cd8-4fa2-aa94-21b0baa38e56,2024-06-11 15:49:31.186106,4576.0,credit,Together majority painting why be.
da6c9b1e-bf2b-4875-b74e-043f0360fabc,00f2f9f7-13b4-4bae-8181-920f37158339,2024-04-07 06:07:55.556209,287.97,debit,College young poor leave enter.
fd631d07-3a38-46be-b3c8-6c34e186326b,4855ac3f-7fc6-4506-99a1-e93a71e6d8a8,2024-02-06 12:28:41.419982,1975.46,credit,Quality of often prevent safe save.
1205e427-a996-4809-8b16-50824796a8c4,a725ea5a-83cb-406d-94d9-f110aba60024,2024-02-23 04:53:26.283349,3932.45,debit,Wish speech maintain red.
03fba1dc-0e45-45d2-a05d-de4c2ad38880,b8e80809-c8c1-4e88-959c-b33af3c59197,2024-03-14 12:43:39.662061,470.79,credit,Official star boy.
